"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","game_pk","at_bat_number","pitch_number"
"KC","2017-06-11","79.2","2.5497","6.2062","James Paxton",475253,572020,"field_out","hit_into_play",,,,,"8","Justin Smoak grounds out, third baseman Kyle Seager to first baseman Danny Valencia.  ","R","R","L","SEA","TOR","X","5","ground_ball",1,0,2017,"0.2996","-0.4652","0.0216","2.1434","null","430832.00","434778.00",2,4,"Top","103.37","164.62",,,572287,,"170611_212650",,,,,,,"3.5490","1.6270","5","78.2","-29.9980","79.2690","1980","6.2350",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2634","0.057","0.053","0.00",1,0,0,2,491050,37,"2"
"KC","2017-06-11","77.9","2.6575","6.1985","James Paxton",475253,572020,"null","ball",,,,,"12","null","R","R","L","SEA","TOR","B","null","null",0,0,2017,"0.5291","-0.6909","1.1436","3.7972","null","430832.00","434778.00",2,4,"Top","null","null",,,572287,,"170611_212631",,,,,,,"3.5490","1.6270","null","null","null","78.4050","2159","6.3480",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.1507","0.000","0.000","null","null","null","null","null",491050,37,"1"
"FF","2017-06-11","96.2","2.5751","6.1643","James Paxton",434778,572020,"single","hit_into_play_score",,,,,"7","Kendrys Morales singles on a ground ball to left fielder Ben Gamel.   Josh Donaldson scores.    Jose Bautista to 2nd.  ","R","R","L","SEA","TOR","X","null","ground_ball",1,1,2017,"-0.9025","1.5851","-0.7768","1.9118","null","518626.00","430832.00",2,4,"Top","75.05","125.41",,,572287,,"170611_212503",,,,,,,"3.3710","1.5350","133","94.0","8.7500","96.9750","2440","6.6170",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.8821","0.722","0.685","0.90",1,1,0,4,491050,36,"3"
"FC","2017-06-11","87.0","2.6598","5.9970","James Paxton",434778,572020,"null","blocked_ball",,,,,"13","null","R","R","L","SEA","TOR","B","null","null",0,1,2017,"0.1287","0.6560","-1.0675","0.8936","null","518626.00","430832.00",2,4,"Top","null","null",,,572287,,"170611_212430",,,,,,,"3.3710","1.5350","null","null","null","87.6610","2204","6.4320",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.0665","0.000","0.000","null","null","null","null","null",491050,36,"2"
"FF","2017-06-11","95.3","2.5751","6.2942","James Paxton",434778,572020,"null","foul",,,,,"13","null","R","R","L","SEA","TOR","S","null","null",0,0,2017,"-0.8223","1.6662","-0.8515","1.8394","null","518626.00","430832.00",2,4,"Top","null","null",,,572287,,"170611_212411",,,,,,,"3.3710","1.5350","null","null","null","95.7710","2389","6.5110",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.9883","0.000","0.000","null","null","null","null","null",491050,36,"1"
"FF","2017-06-11","96.9","2.7706","6.0043","James Paxton",430832,572020,"walk","ball",,,,,"12","Jose Bautista walks.   Josh Donaldson to 2nd.  ","R","R","L","SEA","TOR","B","null","null",3,2,2017,"-1.1261","1.4903","1.0147","3.1649","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212331",,,,,,,"3.3710","1.5350","null","null","null","97.7690","2356","6.6590",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.8394","0.000","0.000","0.70",1,0,0,"null",491050,35,"6"
"FF","2017-06-11","96.5","2.8212","6.0437","James Paxton",430832,572020,"null","called_strike",,,,,"3","null","R","R","L","SEA","TOR","S","null","null",3,1,2017,"-0.9762","1.4393","0.7181","2.9340","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212314",,,,,,,"3.3710","1.5350","null","null","null","96.7410","2360","6.2700",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2292","0.000","0.000","null","null","null","null","null",491050,35,"5"
"FF","2017-06-11","96.3","2.4255","6.1604","James Paxton",430832,572020,"null","ball",,,,,"13","null","R","R","L","SEA","TOR","B","null","null",2,1,2017,"-0.9127","1.5105","-2.0308","2.2212","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212250",,,,,,,"3.3710","1.5350","null","null","null","97.3240","2334","6.8830",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.6159","0.000","0.000","null","null","null","null","null",491050,35,"4"
"KC","2017-06-11","81.5","2.5394","6.2061","James Paxton",430832,572020,"null","blocked_ball",,,,,"13","null","R","R","L","SEA","TOR","B","null","null",1,1,2017,"0.3411","-0.3202","-0.8135","-0.6633","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212225",,,,,,,"3.3710","1.5350","null","null","null","82.0150","2092","6.7340",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.7652","0.000","0.000","null","null","null","null","null",491050,35,"3"
"FF","2017-06-11","96.2","2.5901","6.1219","James Paxton",430832,572020,"null","called_strike",,,,,"4","null","R","R","L","SEA","TOR","S","null","null",1,0,2017,"-0.1824","1.6648","-0.3170","2.7153","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212210",,,,,,,"3.3710","1.5350","null","null","null","96.4820","2396","6.5060",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.9926","0.000","0.000","null","null","null","null","null",491050,35,"2"
"FF","2017-06-11","96.6","2.4769","6.2864","James Paxton",430832,572020,"null","ball",,,,,"13","null","R","R","L","SEA","TOR","B","null","null",0,0,2017,"0.0687","1.6303","-1.5048","2.3824","null","null","518626.00",2,4,"Top","null","null",,,572287,,"170611_212150",,,,,,,"3.3710","1.5350","null","null","null","96.9200","2361","6.5850",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.9139","0.000","0.000","null","null","null","null","null",491050,35,"1"
"KC","2017-06-11","78.8","2.3114","6.2511","James Paxton",518626,572020,"single","hit_into_play_score",,,,,"5","Josh Donaldson singles on a ground ball to right fielder Mitch Haniger.   Kevin Pillar scores.  ","R","R","L","SEA","TOR","X","null","ground_ball",2,1,2017,"0.7111","-0.8614","0.1469","2.2683","null","607680.00","null",2,4,"Top","171.50","103.99",,,572287,,"170611_212105",,,,,,,"3.4110","1.5650","124","90.6","6.8410","79.0450","2220","6.2570",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2418","0.572","0.536","0.90",1,1,0,4,491050,34,"4"
"KC","2017-06-11","79.1","2.3558","6.2029","James Paxton",518626,572020,"null","ball",,,,,"3","null","R","R","L","SEA","TOR","B","null","null",1,1,2017,"0.9141","-0.8310","0.7998","3.1937","null","607680.00","null",2,4,"Top","null","null",,,572287,,"170611_212038",,,,,,,"3.4110","1.5650","null","null","null","79.6270","2136","6.3480",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.1508","0.000","0.000","null","null","null","null","null",491050,34,"3"
"FC","2017-06-11","88.9","2.8374","6.0054","James Paxton",518626,572020,"null","blocked_ball",,,,,"13","null","R","R","L","SEA","TOR","B","null","null",0,1,2017,"-0.1619","0.7159","-0.6070","0.8745","null","607680.00","null",2,4,"Top","null","null",,,572287,,"170611_212015",,,,,,,"3.4110","1.5650","null","null","null","88.9950","2279","6.2330",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2657","0.000","0.000","null","null","null","null","null",491050,34,"2"
"FF","2017-06-11","96.5","2.5389","6.2504","James Paxton",518626,572020,"null","called_strike",,,,,"1","null","R","R","L","SEA","TOR","S","null","null",0,0,2017,"-1.1229","1.5658","-0.4184","3.0650","null","607680.00","null",2,4,"Top","null","null",,,572287,,"170611_211953",,,,,,,"3.4110","1.5650","null","null","null","97.7020","2211","6.8470",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"53.6518","0.000","0.000","null","null","null","null","null",491050,34,"1"
"FC","2017-06-11","88.0","2.2394","6.4331","James Paxton",607680,572020,"double","hit_into_play_no_out",,,,,"5","Kevin Pillar doubles (16) on a ground ball to left fielder Ben Gamel.  ","R","R","L","SEA","TOR","X","null","ground_ball",0,1,2017,"-0.7532","1.3277","0.1273","2.8380","null","null","null",2,4,"Top","68.37","145.31",,,572287,,"170611_211905",,,,,,,"3.4900","1.6010","112","93.1","5.7820","87.9450","1948","6.2130",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2861","0.570","0.536","1.25",1,1,1,4,491050,33,"2"
"KC","2017-06-11","80.5","2.3331","6.2877","James Paxton",607680,572020,"null","called_strike",,,,,"7","null","R","R","L","SEA","TOR","S","null","null",0,0,2017,"0.7299","-0.4070","-0.3889","2.1137","null","null","null",2,4,"Top","null","null",,,572287,,"170611_211850",,,,,,,"3.4900","1.6010","null","null","null","80.5700","2074","6.2030",491050,572020,572287,502143,429664,572122,600301,592325,628338,571745,"54.2957","0.000","0.000","null","null","null","null","null",491050,33,"1"
